Gatherings limited to 10,Gatherings limited to 100,Gatherings limited to 1000,Business suspended - some,Business suspended - many,Schools and universities closed,General curfew,Healthcare specialisation,Mask wearing over 70%,Code,Date
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FI,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HU,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MC,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NL,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IS,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MK,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KZ,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TR,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UA,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MX,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EG,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NP,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AF,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BR,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UG,2019-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JP,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SM,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN-HK,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TW,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CZ,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AU,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RO,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LU,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BY,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BG,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CY,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FI,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HU,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MC,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NL,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IS,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MK,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KZ,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MX,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EG,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NP,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AF,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BR,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UG,2019-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JP,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SM,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN-HK,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TW,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CZ,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AU,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RO,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LU,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BY,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BG,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CY,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FI,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HU,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MC,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NL,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IS,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MK,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KZ,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MX,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EG,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NP,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AF,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BR,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UG,2019-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JP,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SM,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN-HK,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TW,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CZ,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AU,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RO,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LU,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BY,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BG,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CY,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FI,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HU,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MC,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NL,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IS,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MK,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KZ,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MX,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EG,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NP,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AF,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BR,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UG,2019-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JP,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SM,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN-HK,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TW,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CZ,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AU,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RO,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LU,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BY,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BG,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CY,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FI,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HU,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MC,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NL,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IS,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MK,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KZ,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UA,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MX,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EG,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NP,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AF,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BR,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,2019-12-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,2019-12-26
